Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
T9,2015,HHT04,Tenure,Owned: Who do not make mortgage payments,43,62.1,51.5,38.7,33,26.5,32.5,27.1,24.8,40.1,379.2,,,,*,*,*,*,*,*,*,,15.3,15.3,15.3,20.4,25.5,25.5,25.5,25.5,25.5,20.4,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),88.2,70.6,67.3,67.8,69.2,63.8,49.2,46,39.6,23.4,585,,,,,,,,,*,*,,10.2,15.3,15.3,15.3,15.3,15.3,20.4,15.3,20.4,30.6,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT07,Tenure,Not owned: Who make rent payments,84.3,68.9,63.9,64.8,65.6,61.1,48,43.9,38.8,20.9,560.1,,,,,,,,,*,*,,10.2,15.3,15.3,15.3,15.3,15.3,20.4,20.4,20.4,30.6,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT08,Tenure,Not owned: Who do not make rent payments,4,1.7,3.3,3,3.6,2.7,,2.1,,2.4,24.9,**,**,**,***,**,***,S,**,S,***,*,56.1,86.7,71.4,132.6,91.8,122.4,,86.7,,112.2,30.6,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),18.9,19.1,22.8,21,17.7,20.7,24.1,28.5,33.5,41.6,248,*,*,*,*,*,*,*,*,*,*,,35.7,30.6,25.5,30.6,30.6,35.7,30.6,25.5,25.5,25.5,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT10,Tenure,Family trust: Mortgage arrangements not further defined,,,,,,,,,,,,,,,,S,,,,,,S,,,,,,,,,,,,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT11,Tenure,Family trust: Who make mortgage payments,5.6,3.7,6.3,5.5,6,8.9,14.1,13.2,18.3,22.4,103.9,**,**,**,**,**,*,*,*,*,*,,76.5,81.6,61.2,61.2,61.2,45.9,40.8,40.8,30.6,35.7,15.3,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT12,Tenure,Family trust: Who do not make mortgage payments,13.2,15.5,16.5,15.5,11.1,11.8,10.1,15.3,15.3,19.2,143.5,*,*,*,*,*,*,*,*,*,*,,40.8,35.7,30.6,35.7,30.6,40.8,45.9,35.7,35.7,25.5,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2016,HH999,Total all households,Total all households,168.9,168.9,169.3,168.5,170.2,167.3,169.7,169.3,169,169.3,1690.4,,,,,,,,,,,,10.2,10.2,10.2,15.3,15.3,15.3,10.2,10.2,10.2,15.3,0,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC01,Household Composition,Couple only,18.3,36.2,63,52.7,44.3,43.3,46.4,51.2,50,42.9,448.2,*,*,,*,*,*,*,,*,*,,35.7,20.4,20.4,25.5,20.4,25.5,20.4,20.4,20.4,25.5,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC02,Household Composition,Couple with one dependent child,4.9,6,6.7,12.1,16.8,16.4,21.4,16.2,14.7,17.1,132.3,**,**,**,*,*,*,*,*,*,*,,66.3,86.7,71.4,45.9,45.9,40.8,30.6,40.8,40.8,40.8,15.3,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC03,Household Composition,Couple with two dependent children,2.8,5.4,8.2,10.5,16,19.9,22.6,26.1,23.2,20.3,155.1,**,**,**,*,*,*,*,*,*,*,,96.9,61.2,61.2,45.9,45.9,40.8,35.7,35.7,35.7,40.8,10.2,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC04,Household Composition,Couple with three or more dependent children,,2.9,3.9,7.6,13.5,13,12,9.2,8,12.2,83.4,S,**,**,**,*,*,**,*,**,*,,,96.9,81.6,71.4,45.9,45.9,56.1,45.9,56.1,51,15.3,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC05,Household Composition,All other 'couples with child(ren) only' households,4,3.6,6.3,7.8,12.8,15.1,22.1,23.4,32.6,45.7,173.4,***,**,**,**,**,**,*,*,*,*,,102,91.8,76.5,66.3,61.2,51,40.8,35.7,35.7,30.6,10.2,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC06,Household Composition,One parent with dependent child(ren) only,5.5,16.9,17.2,12.8,4.9,2.2,,,,,62.4,**,*,*,*,**,***,S,S,,S,,71.4,35.7,35.7,45.9,66.3,107.1,,,,,20.4,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC07,Household Composition,All other 'one parent with child(ren) only' households,6.3,6.7,11.8,8.1,11.4,5.5,6,2.7,4.5,,66.1,**,**,**,**,**,**,**,***,**,S,*,76.5,76.5,51,61.2,56.1,86.7,76.5,107.1,81.6,,25.5,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC08,Household Composition,Other one-family households,3.7,,4.7,10,10.2,8.6,8.2,15,14.9,5.9,82.5,***,S,**,**,**,**,**,*,**,**,,102,,76.5,71.4,81.6,61.2,61.2,45.9,56.1,76.5,20.4,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC09,Household Composition,One-person household,115.9,82.7,40.5,34.5,27,24.4,12.1,9.7,5.1,2.8,354.7,,,*,*,*,*,*,*,**,**,,15.3,15.3,25.5,30.6,30.6,30.6,45.9,45.9,71.4,86.7,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHC10,Household Composition,All other households,6.3,7.1,6.9,12.3,13.4,18.8,17.9,14.7,16,18.7,132.2,**,**,**,**,**,*,*,**,*,*,,76.5,76.5,71.4,51,56.1,51,40.8,51,45.9,40.8,15.3,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHS01,Household Size,One person household,115.9,82.7,40.5,34.5,27,24.4,12.1,9.7,5.1,2.8,354.7,,,*,*,*,*,*,*,**,**,,15.3,15.3,25.5,30.6,30.6,30.6,45.9,45.9,71.4,86.7,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHS02,Household Size,Two person household,29,53,78.7,66.6,53.1,54.7,54.1,54.6,53.2,46.6,543.7,*,,,*,,*,,,*,*,,30.6,20.4,15.3,20.4,20.4,30.6,20.4,20.4,20.4,25.5,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHS03,Household Size,Three person household,10.6,13.8,25.7,32.4,40.6,35.3,48.7,27.7,41.9,47.5,324.4,*,*,*,*,*,*,*,*,*,*,,51,45.9,35.7,30.6,30.6,30.6,25.5,35.7,25.5,25.5,10.2,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHS04,Household Size,Four person household,8.9,12.4,14.3,18.9,29.5,29.5,30.8,46.3,43.5,42.1,276.1,**,*,*,*,*,*,*,*,*,*,,66.3,51,40.8,35.7,35.7,35.7,30.6,30.6,25.5,30.6,10.2,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHS05,Household Size,Five or more person household,4.4,7,10,16,19.9,23.5,24.1,31,25.2,30.3,191.5,***,**,**,*,*,*,*,*,*,*,,122.4,56.1,56.1,45.9,45.9,35.7,35.7,30.6,35.7,40.8,10.2,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),72.6,79.4,67.8,67.4,92.4,87.1,94.9,104.2,97.1,90.4,853.4,,,,*,,,,,,,,20.4,15.3,20.4,20.4,15.3,15.3,15.3,15.3,15.3,20.4,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT02,Tenure,Owned: Mortgage arrangements not further defined,,,,,,,,,,,,,,,,,S,,,,,S,,,,,,,,,,,,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT03,Tenure,Owned: Who make mortgage payments,16.3,15.2,16.9,31.3,49.4,51.6,71.7,72.8,69,59,453.1,*,*,*,*,*,*,,,*,*,,45.9,35.7,40.8,30.6,20.4,20.4,15.3,20.4,20.4,20.4,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT04,Tenure,Owned: Who do not make mortgage payments,56.3,64.3,50.9,36.2,43,35,23.2,31.4,28.2,31.4,399.8,*,,,*,*,*,*,*,*,*,,20.4,20.4,20.4,25.5,25.5,30.6,35.7,30.6,25.5,35.7,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),74.2,70.7,73.9,76.3,61.2,61.4,49.5,43.4,35.8,18.7,565.1,*,,,,*,*,*,*,*,*,,20.4,15.3,20.4,20.4,25.5,25.5,25.5,30.6,30.6,45.9,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT07,Tenure,Not owned: Who make rent payments,69.8,62.4,67.3,69.6,59.2,58.6,45.9,40.2,33.7,17.7,524.4,*,,*,*,*,*,*,*,*,*,,20.4,20.4,20.4,20.4,25.5,20.4,25.5,30.6,30.6,45.9,5.1,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT08,Tenure,Not owned: Who do not make rent payments,4.4,8.3,6.5,6.6,2,,3.6,3.2,,,40.7,**,**,**,**,***,S,**,***,S,S,*,66.3,66.3,71.4,86.7,127.5,,102,102,,,30.6,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),21.9,18.8,27.6,24.8,16.6,18.8,25.3,21.7,36.1,60.2,271.6,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,30.6,30.6,40.8,35.7,40.8,35.7,30.6,35.7,10.2,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT10,Tenure,Family trust: Mortgage arrangements not further defined,,,,,,,,,,,,S,,,S,,,,,,,S,,,,,,,,,,,,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT11,Tenure,Family trust: Who make mortgage payments,4.2,,7.6,7.9,5,8.1,11.1,10.7,16.4,30.9,104.7,**,S,**,**,**,*,**,*,*,*,,71.4,,76.5,51,66.3,45.9,61.2,51,40.8,45.9,15.3,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2016,HHT12,Tenure,Family trust: Who do not make mortgage payments,17,15.9,20,16.1,11.6,10.7,14.2,11,19.7,29.3,165.4,*,*,*,*,**,**,**,*,*,*,,40.8,35.7,35.7,35.7,56.1,56.1,56.1,40.8,40.8,35.7,15.3,"Under   $23,500","$23,500 To   $35,099","$35,100 To   $46,799","$46,800 To   $60,599","$60,600 To   $74,899","$74,900 To   $91,099","$91,100 To  $108,999","$109,000 To  $133,699","$133,700 To  $176,299","$176,300 and Over"
T9,2017,HH999,Total all households,Total all households,171.3,171.2,170.9,171.8,170.6,170.8,171.4,171.1,171.4,171.1,1711.6,,,,,,,,,,,,10.2,10.2,15.3,10.2,10.2,10.2,15.3,15.3,10.2,10.2,0,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC01,Household Composition,Couple only,21.1,47.5,66.1,46.8,58.8,44.3,51.4,54.7,49.9,47.5,488.1,*,*,,,,*,*,*,*,*,,30.6,25.5,20.4,20.4,20.4,20.4,25.5,20.4,20.4,25.5,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC02,Household Composition,Couple with one dependent child,7.6,4.4,5,14.5,18.1,14.8,15.2,12.9,9.7,14.4,116.7,**,**,**,*,*,*,*,*,**,*,,66.3,76.5,71.4,45.9,45.9,45.9,45.9,45.9,56.1,35.7,15.3,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC03,Household Composition,Couple with two dependent children,4.6,2.8,8.6,15.8,18.1,24.4,21.3,20.9,15.1,27.4,159,**,**,**,*,*,*,*,*,*,*,,76.5,91.8,61.2,35.7,40.8,35.7,35.7,35.7,35.7,30.6,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC04,Household Composition,Couple with three or more dependent children,,,3.2,7.3,10.4,9.7,13.3,10.2,7.2,7.1,70.7,S,S,**,**,*,*,*,*,**,**,,,,91.8,56.1,51,51,45.9,35.7,56.1,56.1,15.3,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC05,Household Composition,All other 'couples with child(ren) only' households,4.6,,8.8,11.5,8.9,28,28.8,21.3,45,28.5,188.3,**,S,**,**,**,*,*,*,*,*,,91.8,,66.3,56.1,56.1,35.7,35.7,40.8,30.6,30.6,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC06,Household Composition,One parent with dependent child(ren) only,10.8,19.1,17.6,9.4,7.1,1.8,3.5,,,1.6,72.5,*,*,*,*,**,**,**,S,S,***,,51,35.7,40.8,40.8,51,91.8,86.7,,,117.3,15.3,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC07,Household Composition,All other 'one parent with child(ren) only' households,4.2,4.6,9.3,8.5,7.4,7.5,5.2,4.6,,,53.3,**,**,**,**,**,**,**,**,S,S,*,71.4,81.6,61.2,56.1,56.1,56.1,86.7,91.8,,,20.4,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC08,Household Composition,Other one-family households,,2.7,5.8,5.4,4,7.9,6.1,15.7,12.2,11.2,72,S,**,**,**,**,**,**,*,**,**,,,81.6,91.8,81.6,76.5,56.1,76.5,51,51,61.2,20.4,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC09,Household Composition,One-person household,113.9,78.8,38.8,39.4,23.2,17.2,10.7,6.7,5.7,5.8,340.2,,,*,*,*,*,**,**,**,**,,10.2,15.3,25.5,25.5,30.6,30.6,51,66.3,61.2,66.3,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHC10,Household Composition,All other households,3,6.7,7.6,13.2,14.6,15.1,15.9,23.1,24.3,27.3,150.7,**,**,**,*,*,*,*,*,*,*,,91.8,61.2,51,40.8,45.9,51,45.9,45.9,45.9,35.7,15.3,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHS01,Household Size,One person household,113.9,78.8,38.8,39.4,23.2,17.2,10.7,6.7,5.7,5.8,340.2,,,*,*,*,*,**,**,**,**,,10.2,15.3,25.5,25.5,30.6,30.6,51,66.3,61.2,66.3,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHS02,Household Size,Two person household,29.9,62.3,82.4,61.9,68.4,55.8,58.9,59.4,53.6,50.1,582.6,*,,,,,*,,,*,*,,25.5,20.4,20.4,15.3,15.3,20.4,20.4,20.4,20.4,25.5,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHS03,Household Size,Three person household,16.6,19.9,23.9,31.7,33.2,38.2,41.3,38.6,36.5,30.8,310.8,*,*,*,*,*,*,*,*,*,*,,40.8,40.8,40.8,30.6,30.6,25.5,30.6,30.6,35.7,30.6,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHS04,Household Size,Four person household,8.5,5.6,19.7,25.7,26.2,38.8,35.1,36,43.5,52.4,291.5,**,**,*,*,*,*,*,*,*,*,,56.1,61.2,35.7,25.5,35.7,30.6,30.6,35.7,30.6,20.4,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHS05,Household Size,Five or more person household,2.3,4.7,6.1,13.2,19.5,20.8,25.3,30.3,32,32.1,186.4,***,**,**,*,*,*,*,*,*,*,,107.1,86.7,61.2,45.9,35.7,40.8,35.7,30.6,30.6,30.6,10.2,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),65.3,85.5,73.5,74,78,92.9,83.8,96,91.3,83.3,823.4,,,,,,,,,,,,20.4,15.3,15.3,15.3,15.3,15.3,15.3,15.3,20.4,15.3,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT02,Tenure,Owned: Mortgage arrangements not further defined,,,,,,,,,,,,,,,,,,S,,S,,S,,,,,,,,,,,,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT03,Tenure,Owned: Who make mortgage payments,15.5,17.9,22.7,33.9,42.7,58,58.8,67.4,68.2,52.3,437.5,*,*,*,*,*,,,,*,*,,35.7,45.9,30.6,25.5,25.5,20.4,20.4,20.4,20.4,20.4,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT04,Tenure,Owned: Who do not make mortgage payments,49.8,67.6,50.7,40,35.2,34.9,24.7,28.6,22.8,30.9,385.3,,,*,*,*,*,*,*,*,*,,20.4,15.3,20.4,20.4,25.5,25.5,30.6,30.6,35.7,30.6,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),80.8,63.4,70.7,76.5,68.1,59.2,63.1,46.5,47.4,34.4,610.2,,,,,*,*,*,*,*,*,,20.4,20.4,20.4,20.4,20.4,20.4,25.5,25.5,25.5,30.6,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
T9,2017,HHT07,Tenure,Not owned: Who make rent payments,76.9,58.2,64.4,73.4,63.8,57.8,60.2,44.1,43.5,33.9,576.2,,,,,,*,*,*,*,*,,20.4,20.4,20.4,20.4,20.4,20.4,25.5,25.5,25.5,30.6,5.1,"Under   $23,900","$23,900 To   $36,499","$36,500 To   $49,399","$49,400 To   $64,399","$64,400 To   $80,199","$80,200 To   $97,599","$97,600 To  $117,699","$117,700 To  $142,799","$142,800 To  $188,899","$188,900 and Over"
